City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,hoover,33.4054,-86.8114,11.17,54,0,1.54,US,1703201046
362,mejit,10.2753,170.8646,27.17,82,93,9.47,MH,1703201257
363,abidjan,5.3094,-4.0197,23.98,83,35,1.03,CI,1703201257
364,tongouson,5.0214,120.1328,27.91,77,38,2.85,PH,1703201257
365,portovelo,-3.7167,-79.6167,29.23,92,100,1.37,EC,1703201257
366,sulak,43.2734,47.5146,4.81,74,81,4.44,RU,1703201257
367,tera,14.0078,0.7531,20.37,13,26,4.21,NE,1703201257
368,bulanik,39.0929,42.2703,-0.74,90,100,1.06,TR,1703201258
369,whangarei,-35.7317,174.3239,23.0,57,100,3.3,NZ,1703201258
370,muisne,0.6,-80.0333,26.49,86,91,2.49,EC,1703201258
371,general cabrera,-32.8131,-63.8724,25.81,61,99,2.6,AR,1703201258
372,jiazi,22.8779,116.067,7.44,57,76,6.82,CN,1703201258
373,gadzhiyevo,69.2551,33.3362,-11.94,97,99,4.31,RU,1703201258
374,rio grande,-32.035,-52.0986,25.06,88,10,2.09,BR,1703201222
375,arteche,12.2645,125.4048,25.82,88,91,3.14,PH,1703201258
376,leua,48.2156,18.6071,7.67,83,100,10.3,SK,1703201258
377,brisas de zicatela,15.8369,-97.0419,27.29,65,0,2.06,MX,1703201258
378,lebyazh'ye,55.2689,66.4947,1.35,94,100,8.35,RU,1703201259
379,jianshui,23.6363,102.8264,7.7,68,100,2.37,CN,1703201259
380,qarauyl,48.9451,79.255,-5.0,83,98,5.35,KZ,1703201259
381,katsuren-haebaru,26.3369,127.8719,14.43,61,75,8.23,JP,1703201259
382,sisimiut,66.9395,-53.6735,-11.35,85,100,1.81,GL,1703201259
383,tostado,-29.232,-61.7692,23.88,77,96,3.33,AR,1703201259
384,trat,12.5,102.5,20.11,71,86,6.25,TH,1703201259
385,yanam,16.7333,82.2167,17.94,87,1,1.21,IN,1703201259
386,narvik,68.4384,17.4272,-2.89,70,100,3.25,NO,1703201259
387,sao cristovao,-11.0147,-37.2064,26.95,89,75,3.6,BR,1703201259
388,bongouanou,6.6486,-4.1992,21.29,36,9,1.04,CI,1703201259
389,xilin hot,43.9667,116.0333,-23.48,84,8,4.08,CN,1703201260
390,nuuk,64.1835,-51.7216,-7.66,62,75,5.14,GL,1703201260
391,opuwo,-18.0607,13.84,23.55,62,98,3.55,NA,1703201260
392,sao joao da barra,-21.6403,-41.0511,26.05,88,99,2.57,BR,1703201260
393,san andres,12.5847,-81.7006,26.01,94,20,2.57,CO,1703201260
394,anloga,5.7947,0.8973,27.66,73,34,3.88,GH,1703201260
395,punta arenas,-53.15,-70.9167,12.06,54,0,5.14,CL,1703201047
396,ballina,-28.8667,153.5667,20.99,88,100,6.69,AU,1703201260
397,yorkton,51.2167,-102.4677,-2.09,86,75,2.57,CA,1703201260
398,namibe,-15.1961,12.1522,22.91,77,97,0.97,AO,1703201260
399,tyazhinskiy,56.116,88.524,-5.65,90,99,5.33,RU,1703201260
400,yelizovo,53.1873,158.3805,-18.92,50,0,2.0,RU,1703201261
401,laranjeiro,37.0683,-7.7937,11.55,76,0,1.03,PT,1703201261
402,cockburn town,21.4612,-71.1419,23.67,66,38,9.39,TC,1703201261
403,chulakkurgan,43.765,69.1814,-3.67,82,4,2.4,KZ,1703201261
404,madras,13.0878,80.2785,22.99,88,40,1.54,IN,1703201261
405,mount pearl,47.5166,-52.7813,7.07,100,100,4.12,CA,1703201261
406,iskateley,67.6803,53.1512,-8.88,97,98,2.68,RU,1703201261
407,mossel bay,-34.1831,22.146,17.96,81,0,7.24,ZA,1703201261
408,eldoret,0.5204,35.2699,14.05,82,0,1.54,KE,1703201261
409,orichi,58.4036,49.0572,0.59,99,100,3.79,RU,1703201261
410,lakinsk,56.0193,39.9485,0.17,93,100,3.98,RU,1703201261
411,el granada,37.5027,-122.4694,16.94,79,0,2.57,US,1703201262
412,utrik,11.2278,169.8474,27.04,79,78,9.35,MH,1703201262
413,nadvoitsy,63.8667,34.3167,-16.56,99,96,1.75,RU,1703201262
414,kosonsoy,41.2561,71.5508,-3.69,40,0,0.9,UZ,1703201262
415,khairpur,27.5295,68.7617,12.0,15,100,2.02,PK,1703201262
416,weno,7.4515,151.8468,29.97,74,75,5.14,FM,1703201262
417,tomohon,1.3346,124.8392,23.52,87,84,0.69,ID,1703201262
418,praia da vitoria,38.7333,-27.0667,16.14,77,40,5.7,PT,1703201069
419,cheria,35.2731,7.7519,5.12,92,80,5.87,DZ,1703201262
420,vila franca do campo,37.7167,-25.4333,14.23,82,38,4.36,PT,1703201262
421,orkney,-26.9802,26.6727,24.63,36,50,2.88,ZA,1703201263
422,lazaro cardenas,17.9583,-102.2,27.59,69,20,4.36,MX,1703201255
423,glace bay,46.1969,-59.957,-0.12,93,100,15.95,CA,1703201263
424,souq larb'a al gharb,34.6866,-6.0027,12.12,78,0,1.28,MA,1703201263
425,chadan,51.2833,91.5833,-25.42,97,100,0.54,RU,1703201263
426,tome acu,-2.4189,-48.1522,23.87,97,100,1.57,BR,1703201168
427,san juan de la rambla,28.3928,-16.6502,19.45,87,59,6.54,ES,1703201263
428,mirnyy,62.5353,113.9611,-27.65,75,91,4.92,RU,1703201263
429,hadibu,12.65,54.0333,24.7,79,71,4.13,YE,1703201263
430,sablayan,12.8346,120.769,26.8,75,100,2.11,PH,1703201263
431,point vernon,-25.25,152.8167,23.95,96,100,2.68,AU,1703201264
432,nyurba,63.2842,118.3319,-27.7,92,16,3.64,RU,1703201264
433,kurye,35.2094,127.4644,-7.84,89,88,2.26,KR,1703201264
434,goundam,16.4145,-3.6708,16.15,22,67,3.99,ML,1703201264
435,hilo,19.7297,-155.09,25.16,91,100,2.06,US,1703201016
436,cannonvale,-20.2833,148.7,26.66,66,53,4.02,AU,1703201264
437,okhotsk,59.3833,143.3,-27.22,85,39,6.28,RU,1703201264
438,kununurra,-15.7667,128.7333,30.99,62,93,2.06,AU,1703201264
439,hemsby,52.6971,1.6918,9.13,72,17,11.69,GB,1703201264
440,ankang,32.68,109.0172,0.67,54,87,1.29,CN,1703201265
441,praia,14.9215,-23.5087,23.3,56,75,8.23,CV,1703201265
442,viveiro,43.6623,-7.5934,11.24,84,68,1.83,ES,1703201265
443,vorgashor,67.5833,63.95,-7.08,94,99,5.37,RU,1703201265
444,salekhard,66.53,66.6019,-8.76,88,81,4.78,RU,1703201265
445,wuyo,10.3852,11.6968,24.22,26,83,2.71,NG,1703201265
446,kazlu ruda,54.7667,23.5,2.99,96,100,6.86,LT,1703201265
447,manga,11.6636,-1.0731,21.39,12,4,3.7,BF,1703201265
448,farasan,16.7022,42.1183,27.27,74,0,6.0,SA,1703201265
449,kencong,-8.2833,113.3667,24.82,79,30,0.93,ID,1703201265
450,kalmunai,7.4167,81.8167,25.93,81,95,4.69,LK,1703201265
451,pingliang,35.5392,106.6861,-9.07,54,96,0.67,CN,1703201265
452,kontcha,7.9667,12.2333,23.92,31,8,1.35,CM,1703201266
453,baoying,33.2292,119.3092,-7.47,33,0,2.01,CN,1703201266
454,loukhi,66.0764,33.0381,-20.77,100,75,0.92,RU,1703201266
455,pasuquin,18.3328,120.6177,23.97,69,75,8.75,PH,1703201266
456,severo-yeniseyskiy,60.3725,93.0408,-13.07,94,100,2.63,RU,1703201266
457,rouissat,31.9243,5.3502,10.04,76,0,2.06,DZ,1703201266
458,bel ombre,-4.6167,55.4167,27.91,83,20,3.09,SC,1703201266
459,tieling,42.2931,123.8414,-21.04,93,14,2.33,CN,1703201266
460,paradip garh,20.3167,86.6167,17.45,57,55,2.75,IN,1703201266
461,cadale,2.7603,46.3222,26.72,83,34,8.32,SO,1703201266
462,caraballeda,10.6112,-66.8522,32.04,81,75,2.57,VE,1703201266
463,keflavik,64.0049,-22.5624,-3.76,58,75,4.12,IS,1703201267
464,newman,37.3138,-121.0208,15.58,83,90,2.24,US,1703201267
465,quepos,9.4236,-84.1652,27.25,73,63,0.9,CR,1703201267
466,lisakovsk,52.5369,62.4936,-1.14,86,98,5.96,KZ,1703201267
467,esmeraldas,-19.7625,-44.3139,25.48,89,98,1.38,BR,1703200980
468,palikir - national government center,6.9248,158.1611,28.47,78,75,5.14,FM,1703201267
469,isla vista,34.4133,-119.861,17.2,83,100,5.14,US,1703201267
470,berezovo,63.9381,65.0419,-5.28,90,68,4.7,RU,1703201267
471,bodo,67.28,14.405,-1.98,64,0,5.66,NO,1703201267
472,antofagasta,-23.65,-70.4,19.6,77,27,4.75,CL,1703201267
473,murzuq,25.9155,13.9184,9.69,55,0,3.3,LY,1703201267
474,nikolayevsk-on-amure,53.1406,140.73,-29.21,94,36,1.77,RU,1703201267
475,bandarban,22.1965,92.2262,15.83,99,69,0.88,BD,1703201267
476,lethem,3.3803,-59.7968,30.79,54,97,4.09,GY,1703201268
477,pikeville,37.4793,-82.5188,10.45,37,0,0.0,US,1703201053
478,gorgan,36.8387,54.4348,-0.02,100,0,0.0,IR,1703201268
479,guarapari,-20.6667,-40.4975,25.12,88,96,4.13,BR,1703201268
480,rio preto da eva,-2.6994,-59.6997,24.75,95,100,0.37,BR,1703201268
481,abadan,30.3392,48.3043,14.97,77,100,1.03,IR,1703201268
482,daru,-9.0763,143.2092,26.4,82,100,5.12,PG,1703201268
483,karauli,26.5,77.0167,13.63,33,99,2.61,IN,1703201268
484,posto fiscal rolim de moura,-13.0833,-62.2667,24.25,96,100,1.95,BR,1703201268
485,ciudad madero,22.2667,-97.8333,23.36,88,75,4.12,MX,1703201268
486,oranjemund,-28.55,16.4333,15.77,95,10,2.2,NA,1703201268
487,sal rei,16.1833,-22.9167,22.06,61,99,10.36,CV,1703201268
488,cuatro cienegas de carranza,26.9833,-102.0833,19.71,56,100,3.9,MX,1703201269
489,resita,45.3008,21.8892,5.72,61,100,2.48,RO,1703201269
490,palmer,42.1584,-72.3287,-1.03,42,0,4.12,US,1703201269
491,tucurui,-3.7661,-49.6725,24.41,93,91,1.7,BR,1703201269
492,nemuro,43.3236,145.575,-3.2,73,17,6.82,JP,1703201269
493,hammerfest,70.6634,23.6821,-4.75,68,0,5.14,NO,1703201269
494,bubaque,11.2833,-15.8333,25.6,52,0,4.77,GW,1703201269
495,karasburg,-28.0167,18.75,21.45,26,0,4.87,NA,1703201269
496,st. john's,47.5649,-52.7093,7.53,97,100,4.12,CA,1703201072
497,peto,20.1333,-88.9167,24.8,52,66,1.7,MX,1703201269
498,mezhdurechensk,53.6942,88.0603,-3.57,93,100,3.58,RU,1703201269
499,pacific grove,36.6177,-121.9166,15.61,82,20,3.6,US,1703201269
500,flying fish cove,-10.4217,105.6791,22.82,94,89,1.03,CX,1703201269
501,troitsko-pechorsk,62.7084,56.1964,-8.5,99,100,0.89,RU,1703201270
502,northam,51.0333,-4.2167,13.14,91,97,12.7,GB,1703201270
503,khash,28.2211,61.2158,8.08,57,0,1.4,IR,1703201270
504,naha,26.2125,127.6811,14.38,62,75,12.86,JP,1703201270
505,krasnokamensk,50.0979,118.0369,-28.44,96,22,1.51,RU,1703201270
506,ghotki,28.006,69.3161,18.45,15,100,3.42,PK,1703201270
507,quesnel,52.9999,-122.5029,4.28,100,100,0.0,CA,1703201270
508,beau vallon,-20.4189,57.6953,27.13,83,40,1.54,MU,1703201270
509,gwaram,11.2764,9.8858,20.2,30,60,3.67,NG,1703201270
510,pathein,16.7833,94.7333,19.94,79,24,2.22,MM,1703201270
511,hailar,49.2,119.7,-30.34,99,42,2.67,CN,1703201270
512,dongsheng,39.8161,109.9776,-21.51,91,90,2.8,CN,1703201271
513,pacasmayo,-7.4006,-79.5714,22.32,76,80,6.8,PE,1703201271
514,hirtshals,57.5881,9.9592,2.48,81,100,12.28,DK,1703201271
515,bridgewater,44.3835,-64.5155,-2.18,60,81,12.35,CA,1703201117
516,letlhakane,-21.4167,25.5833,27.21,27,53,6.54,BW,1703201271
517,kendari,-3.945,122.4989,25.88,86,61,1.57,ID,1703201271
518,san luis de la loma,17.2706,-100.8939,27.26,72,22,2.53,MX,1703201271
519,ponta delgada,37.7333,-25.6667,14.4,77,40,3.6,PT,1703201271
520,nuku'alofa,-21.1333,-175.2,29.19,61,40,2.57,TO,1703201271
521,bhinmal,25.0,72.25,16.64,21,33,1.56,IN,1703201271
522,ajdabiya,30.7554,20.2263,16.48,75,25,8.24,LY,1703201271
523,pierre,44.3683,-100.351,3.51,75,0,0.0,US,1703201164
524,tanjung pandan,-2.75,107.65,26.01,87,95,2.44,ID,1703201272
525,gujba,11.5032,11.9367,20.98,26,58,5.05,NG,1703201272
526,kapa'a,22.0752,-159.319,26.99,80,75,6.69,US,1703201272
527,velingara,13.15,-14.1167,21.63,15,15,3.46,SN,1703201272
528,uribia,11.7139,-72.266,28.41,64,49,7.66,CO,1703201272
529,brigantine,39.4101,-74.3646,5.01,71,0,0.0,US,1703201272
530,san antonio de pale,-1.4014,5.6325,27.08,82,70,3.17,GQ,1703201272
531,perbaungan,3.5679,98.956,25.06,92,98,2.11,ID,1703201272
532,banda aceh,5.5577,95.3222,25.8,84,70,4.95,ID,1703201272
533,port shepstone,-30.7414,30.455,22.55,83,94,1.91,ZA,1703201272
534,ryotsu-minato,38.0833,138.4333,-0.05,83,100,5.42,JP,1703201273
535,khanty-mansiysk,61.0042,69.0019,0.06,100,75,6.0,RU,1703201273
536,magadan,59.5667,150.8,-20.34,76,100,4.19,RU,1703201273
537,adzope,6.1069,-3.8619,21.56,50,30,0.63,CI,1703201273
538,tsivil'sk,55.8611,47.4664,1.56,99,100,5.69,RU,1703201273
539,brandon,27.9378,-82.2859,20.58,63,75,3.09,US,1703201209
540,cromer,52.9312,1.2989,9.0,74,21,12.25,GB,1703201273
541,nar'yan-mar,67.6713,53.087,-8.83,97,98,2.68,RU,1703201273
542,shamakhi,40.6314,48.6414,2.26,55,37,2.47,AZ,1703201273
543,chos malal,-37.3781,-70.2709,25.2,15,0,7.0,AR,1703201273
544,papao,-17.75,-149.55,27.82,93,100,6.02,PF,1703201273
545,mana,5.6592,-53.7767,25.91,92,87,4.0,GF,1703201273
546,amorebieta,43.2167,-2.7333,13.02,69,100,5.14,ES,1703201274
547,eppertshausen,49.9506,8.8539,6.18,90,99,7.23,DE,1703201274
548,udalguri,26.7667,92.1333,13.4,57,37,2.55,IN,1703201274
549,barentu,15.1139,37.5928,23.17,34,0,1.53,ER,1703201274
550,ghat,24.9647,10.1728,9.78,53,2,1.67,LY,1703201274
551,nacozari de garcia,30.3742,-109.6908,20.49,29,0,4.72,MX,1703201274
552,gore,-46.1028,168.9436,15.7,78,100,1.28,NZ,1703201274
553,tumayr,25.7039,45.868,15.04,33,50,4.46,SA,1703201274
554,port moresby,-9.4431,147.1797,27.14,78,98,1.9,PG,1703201230
555,energetik,51.7445,58.7934,-2.44,91,94,4.74,RU,1703201274
556,bol,13.4586,14.7147,22.74,42,27,7.0,TD,1703201274
557,kalemie,-5.9475,29.1947,21.57,90,100,2.24,CD,1703201275
558,tralee,52.2704,-9.7026,10.6,87,100,10.18,IE,1703201275
559,tocoa,15.6833,-86.0,23.79,88,42,1.07,HN,1703201002
560,al jubayl,27.0112,49.6583,20.24,51,89,1.46,SA,1703201095
561,aur,8.1499,171.1687,27.62,81,66,10.01,MH,1703201275
562,richards bay,-28.783,32.0377,23.17,92,99,5.09,ZA,1703201275
563,zaozersk,69.4005,32.4476,-11.83,88,98,2.96,RU,1703201275
564,khovd,48.0056,91.6419,-19.53,80,35,1.17,MN,1703201213
565,primero de mayo,-32.2552,-58.4228,25.86,82,25,1.86,AR,1703201275
566,selfoss,63.9331,-20.9971,-8.31,64,48,3.09,IS,1703201275
567,labrador city,52.9463,-66.9114,-20.05,77,40,4.12,CA,1703201275
568,muroto-misakicho,33.2833,134.15,4.04,55,3,7.54,JP,1703201275
569,san miguel,13.4833,-88.1833,28.21,44,54,1.89,SV,1703201093
570,pimentel,-6.8367,-79.9342,24.16,73,0,10.29,PE,1703201275
571,san mariano,7.5,126.0,23.07,88,32,0.93,PH,1703201276
572,cobija,-11.0267,-68.7692,26.1,94,100,2.06,BO,1703201276
573,spanish wells,26.323,-81.7957,21.01,64,100,6.17,US,1703201276
574,starkville,33.4504,-88.8184,10.93,62,0,1.54,US,1703201026
575,itaituba,-4.2761,-55.9836,24.65,94,100,2.54,BR,1703201276
576,abalak,58.1286,68.5944,1.67,97,100,6.01,RU,1703201276
577,dunedin,-45.8742,170.5036,11.0,91,100,5.74,NZ,1703201276
578,pauini,-7.7136,-66.9764,25.38,85,100,1.08,BR,1703201276
579,strasburg,48.5834,7.743,11.04,71,75,11.32,FR,1703201276
580,usinsk,65.9939,57.5281,-10.61,96,94,5.19,RU,1703201276
581,geraldton,-28.7667,114.6,23.23,73,100,6.69,AU,1703201276
